Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status
LP1302,Male,No,2,Graduate,Yes,12300,0,254.0,360.0,1.0,Semiurban,Y
LP1303,Male,No,0,Graduate,No,13882,0,336.0,360.0,1.0,Rural,Y
LP1304,Male,No,2,Graduate,Yes,4885,0,138.0,360.0,1.0,Semiurban,Y
LP1305,Female,Yes,0,Not Graduate,No,8218,6552,269.0,,1.0,Rural,Y
LP1306,Male,Yes,3+,Graduate,Yes,4940,0,122.0,360.0,1.0,Urban,Y
LP1307,Male,No,0,Graduate,No,1994,3007,148.0,300.0,0.0,Urban,N
LP1308,Female,No,0,Graduate,No,3473,0,112.0,,1.0,Urban,Y
LP1309,Male,Yes,0,Graduate,No,4813,0,132.0,360.0,1.0,Rural,Y
LP1310,Male,No,0,Graduate,No,3385,0,96.0,360.0,1.0,Semiurban,Y
LP1311,Male,Yes,2,Graduate,No,3900,1637,97.0,360.0,1.0,Urban,Y
LP1312,Male,Yes,3+,Graduate,Yes,4209,0,142.0,360.0,1.0,Semiurban,Y
LP1313,Female,Yes,0,Graduate,No,4236,0,74.0,360.0,1.0,Semiurban,Y
LP1314,Female,Yes,0,Graduate,No,4588,0,139.0,360.0,1.0,Semiurban,Y
LP1315,Male,Yes,1,Graduate,Yes,2353,0,47.0,360.0,1.0,Urban,Y
LP1316,Male,Yes,2,Graduate,No,2892,3092,201.0,360.0,1.0,Semiurban,Y
LP1317,Male,No,1,Not Graduate,No,2057,2930,146.0,360.0,1.0,Semiurban,Y
LP1318,Male,Yes,0,Not Graduate,No,7995,0,240.0,360.0,1.0,Semiurban,Y
LP1319,Male,Yes,0,Graduate,No,1257,800,39.0,360.0,1.0,Semiurban,Y
LP1320,Male,No,1,Not Graduate,No,8885,794,230.0,360.0,1.0,Urban,Y
LP1321,Male,No,0,Not Graduate,,10217,0,279.0,360.0,1.0,Rural,Y
LP1322,Male,No,1,Not Graduate,No,3709,3027,204.0,,1.0,Semiurban,Y
LP1323,Male,No,0,Graduate,No,1200,3799,85.0,180.0,1.0,Rural,Y
LP1324,Female,No,2,Graduate,No,3580,0,122.0,360.0,1.0,Rural,Y
LP1325,Male,Yes,0,Graduate,No,4279,0,140.0,180.0,1.0,Urban,Y
LP1326,Male,Yes,1,Graduate,Yes,2425,2240,95.0,360.0,0.0,Urban,N
LP1327,Male,Yes,,Graduate,No,3264,935,132.0,360.0,0.0,Rural,N
LP1328,Male,Yes,1,Graduate,Yes,11137,0,282.0,360.0,1.0,Semiurban,Y
LP1329,Male,Yes,,Graduate,No,6627,0,160.0,360.0,1.0,Urban,Y
LP1330,,No,1,Graduate,No,2553,0,54.0,360.0,1.0,Urban,Y
LP1331,Male,Yes,0,Graduate,No,1705,2051,99.0,180.0,1.0,Urban,Y
LP1332,Male,Yes,0,Graduate,No,3654,653,127.0,360.0,1.0,Rural,Y
LP1333,Male,Yes,1,Not Graduate,No,3912,2141,140.0,360.0,1.0,Semiurban,Y
LP1334,Male,No,1,Not Graduate,No,5989,0,165.0,300.0,1.0,Urban,Y
LP1335,Male,Yes,2,Not Graduate,No,3225,1338,132.0,360.0,0.0,Urban,N
LP1336,Female,No,0,Not Graduate,No,6044,5328,332.0,360.0,1.0,Semiurban,Y
LP1337,Male,Yes,2,Graduate,No,14201,0,227.0,180.0,1.0,Semiurban,Y
LP1338,Male,Yes,0,Not Graduate,No,7253,0,233.0,360.0,1.0,Urban,Y
LP1339,Male,Yes,0,Graduate,No,4320,2308,160.0,180.0,1.0,Rural,Y
LP1340,Male,No,0,Graduate,No,3984,2892,139.0,360.0,1.0,Urban,Y
LP1341,Male,Yes,,Graduate,,3590,5604,182.0,360.0,1.0,Rural,Y
LP1342,Male,No,2,Graduate,No,9030,2586,286.0,480.0,1.0,Urban,Y
LP1343,Male,Yes,1,Graduate,No,3052,0,99.0,360.0,1.0,Semiurban,Y
LP1344,Male,Yes,,Graduate,Yes,4569,1262,131.0,360.0,1.0,Semiurban,Y
LP1345,Male,,0,Not Graduate,No,4585,2188,203.0,360.0,1.0,Semiurban,Y
LP1346,Male,No,0,Graduate,No,3290,643,66.0,360.0,0.0,Urban,N
LP1347,Male,No,0,Graduate,No,1951,1612,87.0,360.0,1.0,Semiurban,Y
LP1348,Male,No,0,Not Graduate,No,5398,4346,339.0,360.0,0.0,Rural,N
LP1349,Male,No,0,Graduate,No,4287,0,130.0,360.0,1.0,Rural,Y
LP1350,Male,No,0,Graduate,No,6003,6170,233.0,360.0,1.0,Semiurban,Y
LP1351,Female,No,0,Graduate,,3228,0,80.0,360.0,1.0,Semiurban,Y
LP1352,Male,No,1,Graduate,No,9251,0,181.0,360.0,1.0,Semiurban,Y
LP1353,Male,No,1,Graduate,No,2627,0,60.0,360.0,0.0,Urban,N
LP1354,Male,Yes,3+,Not Graduate,No,12421,0,380.0,360.0,1.0,Semiurban,Y
LP1355,Male,No,3+,Graduate,No,1558,4836,194.0,360.0,1.0,Semiurban,Y
LP1356,Male,Yes,1,Graduate,No,5772,3968,190.0,360.0,1.0,Rural,Y
LP1357,Male,No,0,Not Graduate,No,5915,589,217.0,360.0,1.0,Rural,Y
LP1358,Female,No,1,Graduate,No,2759,2892,151.0,360.0,1.0,Semiurban,Y
LP1359,Male,Yes,2,Graduate,No,5736,0,129.0,360.0,1.0,Urban,Y
LP1360,Male,No,0,Graduate,No,9582,1931,288.0,360.0,1.0,Semiurban,Y
LP1361,Male,Yes,0,Graduate,No,1200,0,35.0,360.0,1.0,Rural,Y
LP1362,Male,Yes,2,Graduate,No,6012,0,157.0,360.0,0.0,Urban,N
LP1363,Male,No,0,Graduate,No,1200,4154,132.0,360.0,1.0,Semiurban,Y
LP1364,Female,Yes,1,Graduate,No,2491,0,62.0,360.0,1.0,Rural,Y
LP1365,Male,No,,Not Graduate,No,11819,0,218.0,360.0,1.0,Urban,Y
LP1366,Female,No,0,Graduate,No,3136,1328,139.0,240.0,1.0,Semiurban,Y
LP1367,Female,Yes,0,Graduate,No,2198,2559,122.0,360.0,1.0,Semiurban,Y
LP1368,,Yes,0,Graduate,No,3949,0,69.0,360.0,1.0,Urban,Y
LP1369,Male,Yes,0,Graduate,Yes,15378,4927,615.0,360.0,1.0,Semiurban,Y
LP1370,Male,Yes,0,Graduate,No,1481,3401,164.0,360.0,1.0,Semiurban,Y
LP1371,Male,No,2,Graduate,No,2366,3927,213.0,240.0,1.0,Urban,Y
LP1372,Male,Yes,0,Not Graduate,No,10921,0,244.0,360.0,1.0,Semiurban,Y
LP1373,Male,Yes,0,Graduate,Yes,13556,594,250.0,360.0,1.0,Rural,Y
LP1374,Male,Yes,0,Graduate,Yes,4179,1546,145.0,240.0,1.0,Semiurban,Y
LP1375,Male,Yes,3+,Graduate,No,2114,4222,109.0,360.0,0.0,Semiurban,N
LP1376,Female,No,0,Graduate,No,15638,1735,585.0,360.0,1.0,Urban,Y
LP1377,Male,Yes,0,Graduate,No,11575,0,216.0,360.0,0.0,Rural,N
LP1378,Female,No,2,Graduate,No,6683,0,134.0,360.0,1.0,Rural,Y
LP1379,Male,Yes,2,Graduate,No,2731,793,81.0,,1.0,Urban,Y
LP1380,Male,No,0,Graduate,No,4318,0,97.0,360.0,1.0,Semiurban,Y
LP1381,Male,Yes,2,Not Graduate,No,4039,2315,196.0,180.0,1.0,Rural,Y
LP1382,Male,Yes,0,Not Graduate,No,5423,0,130.0,360.0,1.0,Urban,Y
LP1383,Female,No,0,Not Graduate,No,10621,1497,223.0,360.0,1.0,Semiurban,Y
LP1384,Male,Yes,0,Not Graduate,No,7537,852,170.0,360.0,0.0,Rural,N
LP1385,Female,No,0,Graduate,No,2329,0,58.0,360.0,1.0,Semiurban,Y
LP1386,Male,No,1,Not Graduate,No,10156,0,182.0,360.0,1.0,Rural,Y
LP1387,Male,Yes,0,Graduate,No,5366,5780,303.0,360.0,1.0,Rural,Y
LP1388,,Yes,0,Not Graduate,No,6715,6142,338.0,360.0,1.0,Urban,Y
LP1389,Female,No,1,Not Graduate,No,10720,0,314.0,360.0,1.0,Rural,Y
LP1390,Female,Yes,2,Graduate,Yes,2282,0,77.0,360.0,1.0,Rural,Y
LP1391,Male,Yes,0,Not Graduate,No,4352,340,155.0,360.0,1.0,Semiurban,Y
LP1392,,Yes,1,Graduate,No,3232,556,128.0,360.0,1.0,Urban,Y
LP1393,Male,Yes,0,Graduate,No,1735,0,35.0,360.0,0.0,Semiurban,N
LP1394,Male,Yes,2,Graduate,No,5475,5446,192.0,360.0,1.0,Urban,Y
LP1395,Female,No,1,Graduate,No,20069,0,422.0,360.0,1.0,Rural,Y
LP1396,Female,No,3+,Graduate,No,1474,0,48.0,360.0,0.0,Urban,N
LP1397,Male,No,0,Graduate,No,4361,0,150.0,,1.0,Semiurban,Y
LP1398,Male,No,0,Not Graduate,No,6531,0,210.0,360.0,,Urban,Y
LP1399,Male,Yes,0,Graduate,No,4787,0,82.0,360.0,1.0,Rural,Y
LP1400,Male,No,0,Not Graduate,No,4155,2274,218.0,360.0,1.0,Semiurban,Y
LP1401,Female,Yes,0,Not Graduate,No,2039,0,47.0,360.0,1.0,Urban,Y
LP1402,Male,Yes,2,Not Graduate,No,5113,0,77.0,360.0,1.0,Semiurban,Y
LP1403,Female,Yes,0,Not Graduate,No,2824,0,67.0,360.0,1.0,Urban,Y
LP1404,Male,Yes,0,Graduate,No,1200,1514,43.0,360.0,1.0,Semiurban,Y
LP1405,Female,No,2,Not Graduate,No,9106,0,235.0,240.0,1.0,Urban,Y
LP1406,Male,No,0,Graduate,No,7903,0,172.0,360.0,0.0,Semiurban,N
LP1407,Male,Yes,2,Graduate,No,4587,12254,412.0,240.0,1.0,Semiurban,Y
LP1408,Female,Yes,0,Graduate,Yes,5102,337,148.0,360.0,1.0,Rural,Y
LP1409,Male,No,0,Graduate,Yes,8472,0,274.0,360.0,1.0,Semiurban,Y
LP1410,Male,Yes,0,Graduate,No,5087,1649,190.0,360.0,0.0,Urban,N
LP1411,Female,Yes,0,Graduate,No,7649,2845,248.0,480.0,1.0,Semiurban,Y
LP1412,Female,Yes,2,Graduate,No,3720,1068,150.0,480.0,1.0,Urban,Y
LP1413,Male,No,0,Graduate,No,9771,0,323.0,360.0,0.0,Urban,N
LP1414,Male,No,0,Graduate,No,5390,3194,149.0,180.0,1.0,Semiurban,Y
LP1415,Male,Yes,0,Graduate,No,4996,0,128.0,360.0,0.0,Semiurban,N
LP1416,Male,Yes,0,Graduate,No,2075,3451,114.0,360.0,1.0,Semiurban,Y
LP1417,Male,No,2,Graduate,No,5282,917,98.0,240.0,1.0,Urban,Y
LP1418,Male,No,0,Graduate,No,2699,0,76.0,360.0,0.0,Rural,N
LP1419,Male,Yes,1,Graduate,No,3032,1257,138.0,180.0,1.0,Urban,Y
LP1420,Female,No,3+,Not Graduate,No,2726,0,49.0,360.0,1.0,Urban,Y
LP1421,Male,Yes,0,Graduate,No,2345,1388,,300.0,1.0,Semiurban,Y
LP1422,Male,Yes,3+,Graduate,No,15912,3249,614.0,300.0,0.0,Semiurban,N
LP1423,Male,No,0,Graduate,Yes,9885,0,329.0,360.0,1.0,Semiurban,Y
LP1424,Male,Yes,0,Graduate,No,14075,0,285.0,360.0,1.0,Semiurban,Y
LP1425,Male,Yes,,Not Graduate,No,2135,2671,158.0,360.0,1.0,Semiurban,Y
LP1426,Male,Yes,1,Graduate,No,4641,0,99.0,360.0,1.0,Urban,Y
LP1427,Female,Yes,3+,Graduate,,2046,0,53.0,360.0,1.0,Urban,Y
LP1428,Male,No,0,Graduate,No,2929,0,46.0,360.0,1.0,Rural,Y
LP1429,Male,,1,Graduate,No,2563,3251,92.0,360.0,,Semiurban,Y
LP1430,Male,No,0,Graduate,No,9355,1820,328.0,360.0,1.0,Urban,Y
LP1431,Male,Yes,0,Graduate,No,3506,0,83.0,360.0,1.0,Rural,Y
LP1432,Male,Yes,0,Graduate,No,8442,0,169.0,360.0,1.0,Urban,Y
LP1433,Male,Yes,3+,Graduate,No,6389,0,120.0,360.0,1.0,Semiurban,Y
LP1434,Male,No,1,Graduate,No,17715,0,503.0,360.0,0.0,Semiurban,N
LP1435,Male,Yes,0,Not Graduate,No,1830,0,35.0,360.0,1.0,Semiurban,Y
LP1436,Male,No,0,Not Graduate,Yes,9466,2047,358.0,360.0,1.0,Semiurban,Y
LP1437,Female,Yes,0,Graduate,No,8847,0,146.0,120.0,1.0,Rural,Y
LP1438,Male,No,0,Graduate,No,2479,0,46.0,360.0,1.0,Semiurban,Y
LP1439,Male,Yes,0,Graduate,No,8137,0,184.0,360.0,1.0,Semiurban,Y
LP1440,Male,No,2,Graduate,No,5440,1558,172.0,360.0,1.0,Urban,Y
LP1441,Female,No,0,Graduate,Yes,3879,502,,360.0,1.0,Rural,Y
LP1442,Male,No,0,Not Graduate,No,2712,11177,297.0,360.0,0.0,Urban,N
LP1443,Male,No,0,Not Graduate,No,2888,0,98.0,360.0,1.0,Urban,Y
LP1444,Female,No,2,Graduate,No,15212,0,423.0,360.0,1.0,Urban,Y
LP1445,Female,Yes,1,Graduate,No,4448,0,68.0,360.0,1.0,Semiurban,Y
LP1446,Female,Yes,0,Not Graduate,No,7110,0,167.0,360.0,0.0,Urban,N
LP1447,Male,Yes,1,Graduate,No,2766,1829,149.0,360.0,1.0,Urban,Y
LP1448,Male,No,0,Graduate,No,2785,672,72.0,360.0,1.0,Rural,Y
LP1449,Male,Yes,0,Graduate,Yes,8511,4931,227.0,360.0,1.0,Semiurban,Y
LP1450,Male,No,0,Graduate,No,1978,3244,157.0,360.0,1.0,Urban,Y
LP1451,Male,Yes,0,Graduate,No,3466,0,93.0,360.0,1.0,Semiurban,Y
LP1452,Male,Yes,0,Graduate,No,4538,3205,204.0,360.0,1.0,Urban,Y
LP1453,Female,Yes,3+,Not Graduate,No,4754,0,76.0,360.0,1.0,Semiurban,Y
LP1454,Male,No,2,Graduate,No,3993,0,71.0,360.0,1.0,Semiurban,Y
LP1455,Male,Yes,1,Graduate,No,5639,1043,183.0,240.0,1.0,Rural,Y
LP1456,Male,Yes,0,Graduate,No,6739,0,129.0,360.0,1.0,Urban,Y
LP1457,Male,Yes,0,Graduate,No,6910,0,173.0,360.0,1.0,Urban,Y
LP1458,Male,,1,Graduate,No,2461,0,63.0,360.0,1.0,Semiurban,Y
LP1459,Male,Yes,0,Graduate,Yes,3749,466,87.0,360.0,1.0,Semiurban,Y
LP1460,Male,Yes,0,Not Graduate,No,9107,1577,362.0,,1.0,Urban,Y
LP1461,,No,0,Graduate,No,7606,0,242.0,360.0,1.0,Rural,Y
LP1462,Male,Yes,2,Not Graduate,No,1951,3506,160.0,360.0,1.0,Rural,Y
LP1463,Male,Yes,0,Graduate,No,5491,0,90.0,360.0,0.0,Urban,N
LP1464,Female,Yes,0,Graduate,No,1357,0,35.0,360.0,0.0,Urban,N
LP1465,Male,Yes,,Graduate,No,4574,1776,157.0,480.0,1.0,Rural,Y
LP1466,Male,Yes,0,Graduate,No,13886,4435,333.0,360.0,1.0,Urban,Y
LP1467,Female,Yes,0,Graduate,No,2518,1557,140.0,360.0,,Urban,Y
LP1468,Male,Yes,0,Graduate,No,2695,0,48.0,180.0,1.0,Semiurban,Y
LP1469,Female,Yes,0,Graduate,No,7033,2394,233.0,360.0,1.0,Rural,Y
LP1470,Male,No,2,Not Graduate,No,1762,2376,92.0,360.0,1.0,Urban,Y
LP1471,Female,No,0,Not Graduate,No,3042,1455,124.0,360.0,0.0,Rural,N
LP1472,Male,No,0,Not Graduate,No,6360,0,111.0,360.0,1.0,Rural,Y
LP1473,Female,Yes,2,Graduate,No,3039,737,89.0,480.0,0.0,Semiurban,N
LP1474,Male,Yes,2,Not Graduate,No,3859,3189,144.0,360.0,1.0,Rural,Y
LP1475,Female,Yes,2,Graduate,No,6950,0,,180.0,1.0,Rural,Y
LP1476,Male,Yes,0,Graduate,No,5726,1618,116.0,360.0,1.0,Semiurban,Y
LP1477,Male,No,,Graduate,No,5219,0,173.0,360.0,1.0,Semiurban,Y
LP1478,Female,Yes,3+,Graduate,No,3628,1416,159.0,360.0,1.0,Semiurban,Y
LP1479,Male,Yes,2,Graduate,No,5552,4177,203.0,360.0,1.0,Urban,Y
LP1480,Male,Yes,0,Graduate,No,4128,1382,169.0,360.0,,Semiurban,Y
LP1481,Male,No,0,Not Graduate,No,5852,618,101.0,360.0,0.0,Urban,N
LP1482,Male,Yes,0,Graduate,No,3300,3277,225.0,360.0,1.0,Semiurban,Y
LP1483,Male,Yes,2,Graduate,No,3985,0,101.0,360.0,1.0,Rural,Y
LP1484,Male,Yes,0,Graduate,No,2455,0,51.0,480.0,0.0,Semiurban,N
LP1485,Female,Yes,0,Not Graduate,No,4354,6542,242.0,360.0,1.0,Semiurban,Y
LP1486,Male,Yes,0,Graduate,Yes,2733,0,44.0,360.0,1.0,Urban,Y
LP1487,Male,Yes,1,Graduate,No,2279,0,79.0,360.0,,Urban,Y
LP1488,Female,Yes,2,Not Graduate,No,5193,704,93.0,,1.0,Semiurban,Y
LP1489,Female,Yes,0,Not Graduate,No,5052,0,141.0,360.0,0.0,Semiurban,N
LP1490,Male,Yes,2,Graduate,No,7113,0,169.0,360.0,1.0,Semiurban,Y
LP1491,Male,Yes,3+,Graduate,No,3433,520,134.0,360.0,1.0,Rural,Y
LP1492,Male,Yes,,Graduate,No,5680,0,113.0,360.0,,Rural,Y
LP1493,Male,No,0,Graduate,No,6188,1959,208.0,360.0,1.0,Urban,Y
LP1494,Male,No,0,Graduate,No,5807,1868,189.0,240.0,1.0,Rural,Y
LP1495,Male,Yes,2,Not Graduate,No,2709,4145,199.0,360.0,0.0,Rural,N
LP1496,Male,Yes,1,Graduate,Yes,4864,0,79.0,360.0,1.0,Semiurban,Y
LP1497,Male,Yes,1,Graduate,No,5532,5898,215.0,120.0,1.0,Rural,Y
LP1498,Female,Yes,2,Graduate,Yes,4466,816,101.0,300.0,1.0,Rural,Y
LP1499,Female,No,0,Graduate,No,1271,2015,97.0,360.0,1.0,Semiurban,Y
LP1500,Male,Yes,3+,Graduate,No,4896,0,91.0,360.0,1.0,Semiurban,Y
LP1501,Male,No,0,Graduate,No,16772,768,464.0,360.0,0.0,Semiurban,N
LP1502,Male,Yes,0,Graduate,No,3583,3885,,360.0,1.0,Semiurban,Y
LP1503,Female,Yes,1,Graduate,No,2873,11611,466.0,360.0,1.0,Rural,Y
LP1504,Male,No,2,Graduate,Yes,5563,1783,248.0,480.0,,Urban,Y
LP1505,Male,No,0,Graduate,Yes,5363,2708,204.0,360.0,1.0,Rural,Y
LP1506,,No,2,Not Graduate,No,9096,1934,243.0,360.0,1.0,Rural,Y
LP1507,Female,No,2,Graduate,No,2090,0,41.0,180.0,1.0,Urban,Y
LP1508,Female,Yes,0,Graduate,No,6896,421,117.0,360.0,1.0,Urban,Y
LP1509,Male,No,3+,Graduate,Yes,6337,0,129.0,360.0,0.0,Semiurban,N
LP1510,Male,Yes,0,Graduate,No,4083,0,114.0,360.0,1.0,Semiurban,Y
LP1511,Male,No,0,Graduate,No,5449,0,139.0,360.0,1.0,Urban,Y
LP1512,Female,Yes,0,Graduate,No,8247,1648,335.0,300.0,1.0,Semiurban,Y
LP1513,Female,No,2,Not Graduate,No,7505,0,172.0,360.0,1.0,Semiurban,Y
LP1514,Male,Yes,1,Graduate,Yes,2239,3682,170.0,360.0,0.0,Rural,N
LP1515,Male,Yes,0,Graduate,No,7274,737,198.0,360.0,0.0,Urban,N
LP1516,Male,Yes,0,Graduate,No,4277,0,108.0,360.0,1.0,Semiurban,Y
LP1517,Female,No,1,Not Graduate,No,4645,0,,180.0,0.0,Urban,N
LP1518,Female,Yes,0,Graduate,,4646,0,111.0,360.0,1.0,Rural,Y
LP1519,Male,Yes,2,Graduate,No,4063,2700,165.0,360.0,0.0,Semiurban,N
LP1520,Male,Yes,2,Graduate,No,9090,2205,329.0,360.0,1.0,Semiurban,Y
LP1521,Male,Yes,0,Graduate,No,4229,1924,208.0,360.0,1.0,Rural,Y
LP1522,Female,No,3+,Not Graduate,Yes,2271,0,49.0,360.0,1.0,Semiurban,Y
LP1523,Female,Yes,0,Graduate,No,3511,2124,89.0,360.0,0.0,Semiurban,N
LP1524,Female,No,3+,Graduate,No,4950,793,143.0,240.0,1.0,Urban,Y
LP1525,Male,Yes,1,Not Graduate,Yes,9297,1875,289.0,360.0,1.0,Rural,Y
LP1526,Male,Yes,1,Not Graduate,,6385,765,131.0,360.0,1.0,Semiurban,Y
LP1527,Male,No,0,Not Graduate,No,2669,0,80.0,360.0,1.0,Semiurban,Y
LP1528,Male,No,2,Graduate,No,19754,0,650.0,360.0,1.0,Semiurban,Y
LP1529,Female,Yes,0,Graduate,No,5212,0,176.0,360.0,,Rural,N
LP1530,Female,Yes,0,Graduate,No,9558,0,181.0,360.0,1.0,Semiurban,Y
LP1531,Female,No,0,Graduate,Yes,4060,0,131.0,360.0,0.0,Urban,N
LP1532,Female,Yes,0,Graduate,No,6124,0,178.0,360.0,1.0,Rural,Y
LP1533,Male,No,0,Graduate,No,7359,0,177.0,300.0,1.0,Semiurban,Y
LP1534,Male,No,1,Graduate,No,9236,6895,416.0,360.0,1.0,Rural,Y
LP1535,Female,No,2,Graduate,No,8386,1128,304.0,360.0,1.0,Rural,Y
LP1536,Female,Yes,0,Not Graduate,No,7504,509,197.0,360.0,1.0,Rural,Y
LP1537,Male,No,1,Graduate,No,3681,3475,160.0,360.0,1.0,Semiurban,Y
LP1538,Male,Yes,0,Not Graduate,No,3155,0,78.0,180.0,1.0,Urban,Y
LP1539,Male,Yes,2,Graduate,No,5429,1275,178.0,360.0,1.0,Rural,Y
LP1540,Female,Yes,,Graduate,Yes,7784,0,146.0,360.0,1.0,Rural,Y
LP1541,Male,Yes,0,Graduate,No,3890,1710,184.0,360.0,1.0,Semiurban,Y
LP1542,Male,No,1,Graduate,No,8426,0,240.0,360.0,1.0,Rural,Y
LP1543,Male,No,0,Graduate,No,10631,1046,323.0,360.0,1.0,Semiurban,Y
LP1544,Male,No,0,Graduate,No,2566,0,43.0,360.0,1.0,Semiurban,Y
LP1545,Male,Yes,2,Graduate,No,2691,0,72.0,360.0,1.0,Urban,Y
LP1546,Male,Yes,0,Graduate,No,4087,2037,106.0,360.0,1.0,Rural,Y
LP1547,Male,Yes,0,Graduate,No,5348,0,88.0,360.0,1.0,Urban,Y
LP1548,Male,No,0,Graduate,No,3246,2562,148.0,360.0,1.0,Urban,Y
LP1549,Male,Yes,2,Not Graduate,Yes,10009,3551,312.0,360.0,1.0,Rural,Y
LP1550,Male,No,0,Not Graduate,Yes,5735,2475,219.0,180.0,1.0,Urban,Y
LP1551,Female,Yes,0,Graduate,Yes,4553,2598,120.0,240.0,1.0,Urban,Y
LP1552,Male,Yes,1,Graduate,No,1878,509,56.0,120.0,1.0,Semiurban,Y
LP1553,Male,No,2,Graduate,No,2019,0,37.0,360.0,1.0,Urban,Y
LP1554,Female,Yes,0,Not Graduate,No,5263,2653,275.0,180.0,1.0,Urban,Y
LP1555,Male,No,0,Graduate,No,1236,3239,117.0,480.0,1.0,Rural,Y
LP1556,Male,No,0,Graduate,No,8164,1039,264.0,360.0,1.0,Urban,Y
LP1557,Male,Yes,0,Not Graduate,,4044,0,86.0,360.0,1.0,Rural,Y
LP1558,Male,Yes,0,Graduate,No,31127,1142,,360.0,1.0,Semiurban,Y
LP1559,Male,Yes,2,Not Graduate,No,17760,2777,650.0,360.0,0.0,Semiurban,N
LP1560,Male,No,1,Graduate,No,3988,4134,168.0,360.0,1.0,Urban,Y
LP1561,Male,Yes,1,Graduate,No,4172,0,,360.0,1.0,Semiurban,Y
LP1562,Male,Yes,0,Graduate,No,8081,0,226.0,360.0,1.0,Semiurban,Y
LP1563,Male,Yes,2,Not Graduate,No,12356,0,191.0,360.0,1.0,Urban,Y
LP1564,Male,No,0,Not Graduate,No,1664,1636,102.0,360.0,1.0,Semiurban,Y
LP1565,Male,Yes,3+,Graduate,No,1522,1526,78.0,360.0,1.0,Semiurban,Y
LP1566,Male,No,1,Graduate,No,3061,3285,130.0,360.0,1.0,Urban,Y
LP1567,Male,No,0,Graduate,,6308,0,102.0,360.0,1.0,Urban,Y
LP1568,Female,Yes,1,Not Graduate,No,5991,0,109.0,360.0,1.0,Rural,Y
LP1569,Male,Yes,0,Graduate,No,8449,914,308.0,360.0,0.0,Urban,N
LP1570,Male,No,1,Graduate,No,2165,2736,140.0,360.0,1.0,Urban,Y
LP1571,Male,Yes,0,Graduate,Yes,1200,1183,47.0,180.0,0.0,Rural,N
LP1572,Male,No,0,Not Graduate,No,7441,0,121.0,360.0,0.0,Rural,N
LP1573,Male,Yes,,Graduate,No,2705,1792,129.0,360.0,1.0,Semiurban,Y
LP1574,Female,Yes,0,Graduate,No,1324,0,35.0,360.0,1.0,Semiurban,Y
LP1575,Female,No,2,Graduate,Yes,4851,18667,543.0,360.0,1.0,Urban,Y
LP1576,Male,Yes,0,Not Graduate,No,7157,0,159.0,360.0,1.0,Urban,Y
LP1577,Female,Yes,1,Graduate,No,4133,732,94.0,360.0,1.0,Rural,Y
LP1578,Male,Yes,1,Graduate,No,3378,0,95.0,300.0,1.0,Rural,Y
LP1579,Male,Yes,0,Not Graduate,Yes,4041,343,150.0,180.0,1.0,Urban,Y
LP1580,Male,Yes,0,Graduate,No,3560,1679,96.0,360.0,1.0,Rural,Y
LP1581,Female,Yes,0,Graduate,No,1980,1831,102.0,360.0,1.0,Urban,Y
LP1582,Male,No,0,Graduate,No,2896,0,68.0,360.0,1.0,Semiurban,Y
LP1583,Male,Yes,0,Not Graduate,No,6080,0,145.0,360.0,1.0,Rural,Y
LP1584,Male,No,1,Graduate,No,5393,0,108.0,120.0,1.0,Semiurban,Y
LP1585,Male,,3+,Not Graduate,No,4918,1602,205.0,360.0,1.0,Rural,Y
LP1586,Male,No,2,Graduate,No,2447,0,60.0,360.0,1.0,Rural,Y
LP1587,Male,Yes,2,Graduate,No,3988,733,122.0,360.0,1.0,Urban,Y
LP1588,,No,2,Graduate,No,1204,2316,74.0,360.0,1.0,Urban,Y
LP1589,Male,Yes,1,Not Graduate,,4949,652,104.0,360.0,1.0,Urban,Y
LP1590,Male,Yes,0,Graduate,No,10480,0,175.0,360.0,1.0,Semiurban,Y
LP1591,Male,Yes,2,Not Graduate,No,1836,815,77.0,360.0,1.0,Semiurban,Y
LP1592,Male,,1,Graduate,No,3128,0,59.0,360.0,,Urban,Y
LP1593,Male,Yes,0,Graduate,No,5417,7639,376.0,360.0,0.0,Rural,N
LP1594,Female,Yes,0,Graduate,No,9430,638,229.0,240.0,1.0,Urban,Y
LP1595,Male,No,0,Not Graduate,No,3398,0,79.0,360.0,1.0,Semiurban,Y
LP1596,Male,Yes,0,Graduate,No,2935,0,71.0,360.0,1.0,Urban,Y
LP1597,Male,Yes,2,Graduate,No,1364,1830,71.0,360.0,1.0,Rural,Y
LP1598,Male,Yes,0,Graduate,No,4731,2153,117.0,360.0,1.0,Urban,Y
LP1599,Male,No,0,Not Graduate,No,15142,0,320.0,300.0,1.0,Urban,Y
LP1600,Male,Yes,3+,Graduate,No,5252,1539,192.0,360.0,0.0,Rural,N
LP1601,Male,Yes,0,Not Graduate,Yes,4388,0,124.0,360.0,1.0,Urban,Y
LP1602,Male,Yes,0,Graduate,No,5395,0,111.0,360.0,1.0,Urban,Y
LP1603,Male,No,0,Graduate,Yes,4417,378,116.0,360.0,1.0,Rural,Y
LP1604,Male,No,1,Graduate,No,2730,1345,76.0,360.0,1.0,Semiurban,Y
LP1605,Male,Yes,3+,Not Graduate,Yes,7287,2145,181.0,360.0,0.0,Rural,N
